conversion_id,User ID,conversion_timestamp,revenue,status
CONV_00068,73132,2025-02-10 03:09:32,90.1,Completed
CONV_00069,55631,2025-02-10 03:12:53,642.07,Completed
CONV_00070,97894,2025-02-10 03:12:57,512.21,Completed
CONV_00071,11894,2025-02-10 03:13:42,165.22,Completed
CONV_00072,79189,2025-02-10 03:13:51,48.34,Completed
CONV_00073,36918,2025-02-10 03:14:27,538.35,Completed
CONV_00074,95509,2025-02-10 03:14:41,472.65,Completed
CONV_00075,21343,2025-02-10 03:16:49,486.05,Completed
CONV_00076,70850,2025-02-10 03:16:50,511.62,Completed
CONV_00077,72636,2025-02-10 03:17:59,89.8,Completed
CONV_00078,45652,2025-02-10 03:19:28,261.87,Completed
CONV_00079,57943,2025-02-10 03:21:13,115.1,Completed
CONV_00080,73311,2025-02-10 03:21:57,567.18,Completed
CONV_00081,49220,2025-02-10 03:26:12,422.1,Completed
CONV_00082,79444,2025-02-10 03:26:21,245.19,Completed
CONV_00083,17287,2025-02-10 03:26:24,83.45,Completed
CONV_00084,15259,2025-02-10 03:28:03,233.14,Completed
CONV_00085,35296,2025-02-10 03:42:08,241.74,Completed
CONV_00086,76711,2025-02-10 03:42:37,486.41,Completed
CONV_00087,42501,2025-02-10 03:43:31,430.72,Completed
CONV_00088,52317,2025-02-10 03:43:41,581.76,Completed
CONV_00089,59416,2025-02-10 03:45:10,330.69,Completed
CONV_00090,83640,2025-02-10 03:47:31,117.35,Completed
CONV_00091,43340,2025-02-10 03:53:28,476.51,Completed
CONV_00092,64703,2025-02-10 03:54:35,505.27,Completed
CONV_00093,25105,2025-02-10 03:56:31,384.57,Completed
CONV_00094,27541,2025-02-10 03:59:55,511.44,Completed
CONV_00095,99018,2025-02-10 04:06:02,343.75,Completed
CONV_00096,54664,2025-02-10 04:06:18,361.25,Completed
CONV_00097,71985,2025-02-10 04:08:14,303.66,Completed
CONV_00098,29113,2025-02-10 04:09:23,60.38,Completed
CONV_00099,87027,2025-02-10 04:10:24,110.27,Completed
CONV_00100,49661,2025-02-10 04:14:54,64.01,Completed
CONV_00101,19262,2025-02-10 04:16:49,430.03,Completed
CONV_00102,89769,2025-02-10 04:18:20,235.19,Completed
CONV_00103,42353,2025-02-10 04:19:22,352.69,Completed
CONV_00104,89183,2025-02-10 04:19:26,594.08,Completed
CONV_00105,14377,2025-02-10 04:20:39,195.82,Completed
CONV_00106,20990,2025-02-10 04:24:04,293.28,Completed
CONV_00107,28567,2025-02-10 04:27:54,502.11,Completed
CONV_00108,73999,2025-02-10 04:28:36,183.42,Completed
CONV_00109,62169,2025-02-10 04:38:19,91.57,Completed
CONV_00110,70719,2025-02-10 04:39:34,220.3,Completed
CONV_00111,92799,2025-02-10 04:42:45,142.54,Completed
CONV_00112,12275,2025-02-10 04:43:05,607.47,Completed
CONV_00113,80999,2025-02-10 04:43:29,533.91,Completed
CONV_00114,69561,2025-02-10 04:43:52,428.21,Completed
CONV_00115,65084,2025-02-10 04:45:03,572.23,Completed
CONV_00116,75250,2025-02-10 04:51:55,531.22,Completed
CONV_00117,69781,2025-02-10 04:52:27,157.87,Completed
CONV_00118,55587,2025-02-10 04:53:20,585.0,Completed
CONV_00119,91612,2025-02-10 04:54:38,371.3,Completed
CONV_00120,89639,2025-02-10 04:58:03,533.5,Completed
CONV_00121,70093,2025-02-10 05:03:07,587.14,Completed
CONV_00122,78862,2025-02-10 05:03:08,237.39,Completed
CONV_00123,35456,2025-02-10 05:06:20,111.58,Completed
CONV_00124,29031,2025-02-10 05:07:56,182.9,Completed
CONV_00125,57498,2025-02-10 05:08:28,303.4,Completed
CONV_00126,70576,2025-02-10 05:14:24,539.9,Completed
CONV_00127,54334,2025-02-10 05:14:43,565.74,Completed
CONV_00128,89732,2025-02-10 05:16:21,49.21,Completed
CONV_00129,55227,2025-02-10 05:16:41,354.0,Completed
CONV_00130,64068,2025-02-10 05:17:22,297.53,Completed
CONV_00131,19372,2025-02-10 05:20:48,179.38,Completed
CONV_00132,85375,2025-02-10 05:24:18,117.52,Completed
CONV_00133,76358,2025-02-10 05:26:05,249.26,Completed
CONV_00134,23968,2025-02-10 05:31:42,615.46,Completed
CONV_00135,32391,2025-02-10 05:33:29,240.54,Completed
CONV_00136,90632,2025-02-10 05:35:09,358.87,Completed
CONV_00137,25644,2025-02-10 05:43:46,470.33,Completed
CONV_00138,25810,2025-02-10 05:50:11,265.0,Completed
CONV_00139,25687,2025-02-10 05:52:09,632.93,Completed
CONV_00140,32424,2025-02-10 05:54:00,627.28,Completed
CONV_00141,37856,2025-02-10 05:54:30,197.33,Completed
CONV_00142,63820,2025-02-10 05:55:59,345.84,Completed
CONV_00143,98343,2025-02-10 05:58:06,227.03,Completed
CONV_00144,30588,2025-02-10 05:58:26,217.33,Completed
CONV_00145,55103,2025-02-10 06:00:35,67.32,Completed
CONV_00146,39277,2025-02-10 06:04:02,413.79,Completed
CONV_00147,91904,2025-02-10 06:04:14,349.12,Completed
CONV_00148,26537,2025-02-10 06:12:01,76.14,Completed
CONV_00149,17497,2025-02-10 06:13:07,213.58,Completed
CONV_00150,57372,2025-02-10 06:17:40,594.5,Completed
CONV_00151,82495,2025-02-10 06:21:44,189.93,Completed
CONV_00152,38677,2025-02-10 06:23:38,132.66,Completed
CONV_00153,22385,2025-02-10 06:24:29,341.12,Completed
CONV_00154,13687,2025-02-10 06:25:10,641.32,Completed
CONV_00155,47795,2025-02-10 06:27:11,191.44,Completed
CONV_00156,50311,2025-02-10 06:36:12,451.64,Completed
CONV_00157,56016,2025-02-10 06:37:51,505.78,Completed
CONV_00158,32914,2025-02-10 06:38:27,188.77,Completed
CONV_00159,60456,2025-02-10 06:38:53,485.57,Completed
CONV_00160,35664,2025-02-10 06:41:26,267.51,Completed
CONV_00161,24576,2025-02-10 06:45:18,427.55,Completed
CONV_00162,46210,2025-02-10 06:47:02,428.29,Completed
CONV_00163,81711,2025-02-10 06:47:48,369.14,Completed
CONV_00164,39713,2025-02-10 06:51:52,99.63,Completed
CONV_00165,27480,2025-02-10 06:51:54,550.36,Completed
CONV_00166,15891,2025-02-10 06:52:22,239.07,Completed
CONV_00167,98133,2025-02-10 06:59:27,157.84,Completed
CONV_00168,28918,2025-02-10 07:00:37,69.67,Completed
CONV_00169,93811,2025-02-10 07:01:45,402.49,Completed
CONV_00170,60844,2025-02-10 07:06:07,454.93,Completed
CONV_00171,95772,2025-02-10 07:10:22,55.04,Completed
CONV_00172,77120,2025-02-10 07:13:12,354.82,Completed
CONV_00173,69838,2025-02-10 07:21:41,182.03,Completed
CONV_00174,60856,2025-02-10 07:24:22,435.33,Completed
CONV_00175,30987,2025-02-10 07:24:46,150.49,Completed
CONV_00176,44719,2025-02-10 07:26:53,463.02,Completed
CONV_00177,77828,2025-02-10 07:30:36,278.97,Completed
CONV_00178,39321,2025-02-10 07:31:17,611.72,Completed
CONV_00179,65575,2025-02-10 07:37:28,128.2,Completed
CONV_00180,41174,2025-02-10 07:49:48,251.35,Completed
CONV_00181,89813,2025-02-10 07:54:47,113.65,Completed
CONV_00182,89362,2025-02-10 07:58:03,604.44,Completed
CONV_00183,55983,2025-02-10 08:00:11,575.79,Completed
CONV_00184,56128,2025-02-10 08:00:31,201.05,Completed
CONV_00185,57672,2025-02-10 08:03:56,444.29,Completed
CONV_00186,79835,2025-02-10 08:08:15,539.42,Completed
CONV_00187,27106,2025-02-10 08:10:37,380.9,Completed
CONV_00188,35626,2025-02-10 08:18:13,365.44,Completed
CONV_00189,82783,2025-02-10 08:20:48,191.32,Completed
CONV_00190,35107,2025-02-10 08:29:12,101.33,Completed
CONV_00191,76911,2025-02-10 08:31:50,587.82,Completed
CONV_00192,86085,2025-02-10 08:32:42,589.75,Completed
CONV_00193,32120,2025-02-10 08:39:00,428.03,Completed
CONV_00194,52274,2025-02-10 08:42:00,250.11,Completed
CONV_00195,26727,2025-02-10 08:46:28,256.27,Completed
CONV_00196,97508,2025-02-10 08:49:14,484.2,Completed
CONV_00197,68657,2025-02-10 08:50:19,587.75,Completed
CONV_00198,70094,2025-02-10 08:52:58,581.69,Completed
CONV_00199,18383,2025-02-10 08:53:46,516.82,Completed
CONV_00200,14396,2025-02-10 08:57:16,433.43,Completed
CONV_00201,69194,2025-02-10 08:59:14,95.9,Completed
CONV_00202,32883,2025-02-10 09:02:12,142.79,Completed
CONV_00203,64075,2025-02-10 09:11:39,588.63,Completed
CONV_00204,56007,2025-02-10 09:13:04,411.89,Completed
CONV_00205,10303,2025-02-10 09:14:15,50.56,Completed
CONV_00206,28505,2025-02-10 09:16:11,106.39,Completed
CONV_00207,89953,2025-02-10 09:17:33,446.42,Completed
CONV_00208,53024,2025-02-10 09:18:58,48.06,Completed
CONV_00209,82045,2025-02-10 09:21:00,142.29,Completed
CONV_00210,99618,2025-02-10 09:25:03,376.98,Completed
CONV_00211,28594,2025-02-10 09:26:10,463.6,Completed
CONV_00212,65497,2025-02-10 09:30:43,439.44,Completed
CONV_00213,63712,2025-02-10 09:31:51,180.68,Completed
CONV_00214,10566,2025-02-10 09:32:33,475.87,Completed
CONV_00215,41062,2025-02-10 09:35:24,188.54,Completed
CONV_00216,93476,2025-02-10 09:36:23,241.87,Completed
CONV_00217,64204,2025-02-10 09:41:54,496.63,Completed
CONV_00218,33336,2025-02-10 09:44:19,438.03,Completed
CONV_00219,53293,2025-02-10 09:46:18,558.78,Completed
CONV_00220,18348,2025-02-10 09:50:09,442.86,Completed
CONV_00221,73055,2025-02-10 09:59:53,388.83,Completed
CONV_00222,29719,2025-02-10 10:03:52,101.67,Completed
CONV_00223,60974,2025-02-10 10:12:44,267.47,Completed
CONV_00224,85046,2025-02-10 10:13:30,205.45,Completed
CONV_00225,22192,2025-02-10 10:18:35,192.61,Completed
CONV_00226,26085,2025-02-10 10:18:38,633.67,Completed
CONV_00227,21017,2025-02-10 10:19:08,282.82,Completed
CONV_00228,67860,2025-02-10 10:19:43,584.69,Completed
CONV_00229,45571,2025-02-10 10:24:12,426.84,Completed
CONV_00230,69282,2025-02-10 10:26:21,525.86,Completed
CONV_00231,18618,2025-02-10 10:30:02,349.1,Completed
CONV_00232,21944,2025-02-10 10:32:06,394.03,Completed
CONV_00233,98683,2025-02-10 10:43:17,342.97,Completed
CONV_00234,48949,2025-02-10 10:44:36,163.12,Completed
CONV_00235,26783,2025-02-10 10:50:21,482.08,Completed
CONV_00236,96900,2025-02-10 10:51:32,214.87,Completed
CONV_00237,76584,2025-02-10 10:53:29,59.71,Completed
CONV_00238,14080,2025-02-10 10:55:38,435.51,Completed
CONV_00239,94024,2025-02-10 10:55:43,152.15,Completed
CONV_00240,27079,2025-02-10 10:57:00,613.98,Completed
CONV_00241,11177,2025-02-10 10:57:40,622.13,Completed
CONV_00242,58128,2025-02-10 10:59:38,598.49,Completed
CONV_00243,79571,2025-02-10 11:00:54,268.95,Completed
CONV_00244,41049,2025-02-10 11:05:22,54.35,Completed
CONV_00245,35409,2025-02-10 11:05:30,606.63,Completed
CONV_00246,41850,2025-02-10 11:05:48,304.05,Completed
CONV_00247,16814,2025-02-10 11:09:36,629.83,Completed
CONV_00248,54301,2025-02-10 11:11:10,627.99,Completed
CONV_00249,58238,2025-02-10 11:13:03,561.07,Completed
CONV_00250,69010,2025-02-10 11:13:32,223.14,Completed
CONV_00251,11917,2025-02-10 11:16:28,277.98,Completed
CONV_00252,59032,2025-02-10 11:18:12,559.94,Completed
CONV_00253,86010,2025-02-10 11:31:14,236.74,Completed
CONV_00254,46179,2025-02-10 11:38:57,147.54,Completed
CONV_00255,28194,2025-02-10 11:40:24,381.86,Completed
CONV_00256,55820,2025-02-10 11:43:01,611.37,Completed
CONV_00257,17784,2025-02-10 11:45:58,466.1,Completed
CONV_00258,39696,2025-02-10 11:52:02,389.89,Completed
CONV_00259,53947,2025-02-10 11:54:13,103.79,Completed
CONV_00260,60888,2025-02-10 11:56:07,417.08,Completed
CONV_00261,37559,2025-02-10 11:58:33,643.98,Completed
CONV_00262,55756,2025-02-10 11:59:44,129.75,Completed
CONV_00263,75137,2025-02-10 12:00:49,358.59,Completed
CONV_00264,66286,2025-02-10 12:02:58,575.81,Completed
CONV_00265,80904,2025-02-10 12:04:36,493.17,Completed
CONV_00266,73118,2025-02-10 12:05:47,466.69,Completed
CONV_00267,85422,2025-02-10 12:08:06,470.0,Completed
CONV_00268,45310,2025-02-10 12:13:04,262.49,Completed
CONV_00269,45750,2025-02-10 12:14:23,222.62,Completed
CONV_00270,45927,2025-02-10 12:15:26,534.66,Completed
CONV_00271,62471,2025-02-10 12:16:49,535.12,Completed
CONV_00272,78932,2025-02-10 12:21:19,569.58,Completed
CONV_00273,95745,2025-02-10 12:21:45,597.51,Completed
CONV_00274,81582,2025-02-10 12:29:48,354.36,Completed
CONV_00275,26097,2025-02-10 12:31:07,348.42,Completed
CONV_00276,74549,2025-02-10 12:32:42,527.97,Completed
CONV_00277,48649,2025-02-10 12:35:23,438.23,Completed
CONV_00278,49478,2025-02-10 12:37:01,469.69,Completed
CONV_00279,31070,2025-02-10 12:40:31,526.45,Completed
CONV_00280,83610,2025-02-10 12:42:20,583.45,Completed
CONV_00281,10374,2025-02-10 12:42:37,249.49,Completed
CONV_00282,59899,2025-02-10 12:45:17,272.23,Completed
CONV_00283,58762,2025-02-10 12:47:48,101.86,Completed
CONV_00284,36427,2025-02-10 12:53:46,394.86,Completed
CONV_00285,63064,2025-02-10 12:53:52,66.75,Completed
CONV_00286,51934,2025-02-10 12:56:46,326.69,Completed
CONV_00287,63165,2025-02-10 12:58:37,373.3,Completed
CONV_00288,47060,2025-02-10 12:59:48,218.36,Completed
CONV_00289,58062,2025-02-10 13:03:05,402.45,Completed
CONV_00290,86774,2025-02-10 13:04:09,63.45,Completed
CONV_00291,81371,2025-02-10 13:08:23,67.6,Completed
CONV_00292,85651,2025-02-10 13:08:26,542.67,Completed
CONV_00293,63505,2025-02-10 13:11:47,262.92,Completed
CONV_00294,16075,2025-02-10 13:13:25,121.87,Completed
CONV_00295,24634,2025-02-10 13:14:28,360.96,Completed
CONV_00296,78381,2025-02-10 13:17:15,510.85,Completed
CONV_00297,24845,2025-02-10 13:18:05,175.57,Completed
CONV_00298,79019,2025-02-10 13:19:37,421.85,Completed
CONV_00299,84413,2025-02-10 13:21:35,96.64,Completed
CONV_00300,68610,2025-02-10 13:21:53,76.27,Completed
CONV_00301,15351,2025-02-10 13:28:04,366.47,Completed
CONV_00302,22743,2025-02-10 13:29:02,372.08,Completed
CONV_00303,24594,2025-02-10 13:32:36,430.65,Completed
CONV_00304,32882,2025-02-10 13:34:05,484.29,Completed
CONV_00305,87642,2025-02-10 13:37:26,635.39,Completed
CONV_00306,19679,2025-02-10 13:44:24,357.36,Completed
CONV_00307,29149,2025-02-10 13:45:49,240.39,Completed
CONV_00308,25246,2025-02-10 13:47:33,526.09,Completed
CONV_00309,23233,2025-02-10 13:48:57,208.85,Completed
CONV_00310,44877,2025-02-10 13:49:56,310.58,Completed
CONV_00311,35436,2025-02-10 13:49:58,92.47,Completed
CONV_00312,66748,2025-02-10 13:51:45,60.34,Completed
CONV_00313,52660,2025-02-10 13:52:17,627.4,Completed
CONV_00314,35227,2025-02-10 13:55:54,550.77,Completed
CONV_00315,21815,2025-02-10 13:55:58,466.06,Completed
CONV_00316,86216,2025-02-10 13:59:32,292.42,Completed
CONV_00317,76732,2025-02-10 14:01:42,149.84,Completed
CONV_00318,88258,2025-02-10 14:03:00,139.64,Completed
CONV_00319,35129,2025-02-10 14:03:20,196.4,Completed
CONV_00320,14036,2025-02-10 14:03:25,377.28,Completed
CONV_00321,76065,2025-02-10 14:04:49,477.33,Completed
CONV_00322,40011,2025-02-10 14:05:12,444.42,Completed
CONV_00323,79969,2025-02-10 14:05:14,214.36,Completed
CONV_00324,12641,2025-02-10 14:05:24,622.69,Completed
CONV_00325,75208,2025-02-10 14:05:32,491.43,Completed
CONV_00326,47152,2025-02-10 14:05:51,380.38,Completed
CONV_00327,21690,2025-02-10 14:08:15,415.09,Completed
CONV_00328,27944,2025-02-10 14:09:18,298.86,Completed
CONV_00329,15233,2025-02-10 14:10:44,194.88,Completed
CONV_00330,64907,2025-02-10 14:12:25,260.36,Completed
CONV_00331,80097,2025-02-10 14:18:27,503.5,Completed
CONV_00332,90879,2025-02-10 14:19:28,53.71,Completed
CONV_00333,89293,2025-02-10 14:21:19,115.22,Completed
CONV_00334,21995,2025-02-10 14:22:56,72.83,Completed
CONV_00335,35247,2025-02-10 14:23:49,69.64,Completed
CONV_00336,67914,2025-02-10 14:24:21,562.55,Completed
CONV_00337,90184,2025-02-10 14:26:40,470.71,Completed
CONV_00338,96542,2025-02-10 14:28:20,331.88,Completed
CONV_00339,77831,2025-02-10 14:33:01,104.19,Completed
CONV_00340,39702,2025-02-10 14:35:24,342.43,Completed
CONV_00341,36130,2025-02-10 14:35:58,331.45,Completed
CONV_00342,13191,2025-02-10 14:36:50,149.79,Completed
CONV_00343,74915,2025-02-10 14:38:37,307.48,Completed
CONV_00344,59072,2025-02-10 14:39:48,286.1,Completed
CONV_00345,88692,2025-02-10 14:43:28,417.59,Completed
CONV_00346,84928,2025-02-10 14:46:30,429.23,Completed
CONV_00347,89128,2025-02-10 14:47:02,72.41,Completed
CONV_00348,10306,2025-02-10 14:47:38,271.64,Completed
CONV_00349,82708,2025-02-10 14:48:20,423.65,Completed
CONV_00350,23415,2025-02-10 14:49:08,349.4,Completed
CONV_00351,85725,2025-02-10 14:50:37,563.18,Completed
CONV_00352,36179,2025-02-10 14:59:38,443.51,Completed
CONV_00353,44167,2025-02-10 15:00:12,143.58,Completed
CONV_00354,50783,2025-02-10 15:03:30,87.69,Completed
CONV_00355,94106,2025-02-10 15:07:38,433.66,Completed
CONV_00356,17126,2025-02-10 15:09:29,61.04,Completed
CONV_00357,83355,2025-02-10 15:11:30,399.39,Completed
CONV_00358,93989,2025-02-10 15:14:58,613.84,Completed
CONV_00359,54395,2025-02-10 15:15:03,393.16,Completed
CONV_00360,29773,2025-02-10 15:16:34,279.84,Completed
CONV_00361,10766,2025-02-10 15:17:42,434.19,Completed
CONV_00362,39795,2025-02-10 15:17:45,322.24,Completed
CONV_00363,29272,2025-02-10 15:18:19,375.1,Completed
CONV_00364,57108,2025-02-10 15:22:56,614.59,Completed
CONV_00365,42824,2025-02-10 15:27:01,278.59,Completed
CONV_00366,51786,2025-02-10 15:27:48,626.52,Completed
CONV_00367,31581,2025-02-10 15:28:21,592.74,Completed
CONV_00368,59631,2025-02-10 15:34:37,163.45,Completed
CONV_00369,47094,2025-02-10 15:36:01,86.96,Completed
CONV_00370,93227,2025-02-10 15:37:54,105.97,Completed
CONV_00371,60996,2025-02-10 15:38:38,56.02,Completed
CONV_00372,24526,2025-02-10 15:44:36,102.14,Completed
CONV_00373,17726,2025-02-10 15:46:35,458.22,Completed
CONV_00374,82044,2025-02-10 15:47:47,88.07,Completed
CONV_00375,64147,2025-02-10 15:48:21,237.98,Completed
CONV_00376,43373,2025-02-10 15:51:53,556.15,Completed
CONV_00377,48753,2025-02-10 15:52:29,59.08,Completed
CONV_00378,55190,2025-02-10 15:57:29,537.75,Completed
CONV_00379,22921,2025-02-10 16:02:27,215.52,Completed
CONV_00380,98655,2025-02-10 16:03:22,116.49,Completed
CONV_00381,90506,2025-02-10 16:03:25,466.53,Completed
CONV_00382,80549,2025-02-10 16:05:09,425.51,Completed
CONV_00383,92621,2025-02-10 16:05:22,575.87,Completed
CONV_00384,73216,2025-02-10 16:07:32,489.72,Completed
CONV_00385,46918,2025-02-10 16:09:08,531.11,Completed
CONV_00386,27023,2025-02-10 16:09:19,215.63,Completed
CONV_00387,59144,2025-02-10 16:09:46,152.35,Completed
CONV_00388,18301,2025-02-10 16:11:42,499.12,Completed
CONV_00389,78183,2025-02-10 16:12:54,533.14,Completed
CONV_00390,92201,2025-02-10 16:12:58,644.26,Completed
CONV_00391,30607,2025-02-10 16:13:12,294.63,Completed
CONV_00392,76821,2025-02-10 16:13:12,270.07,Completed
CONV_00393,24161,2025-02-10 16:13:39,514.73,Completed
CONV_00394,36625,2025-02-10 16:14:57,251.19,Completed
CONV_00395,80739,2025-02-10 16:16:38,608.11,Completed
CONV_00396,56125,2025-02-10 16:19:20,564.34,Completed
CONV_00397,93802,2025-02-10 16:20:37,304.54,Completed
CONV_00398,93576,2025-02-10 16:21:23,499.28,Completed
CONV_00399,22684,2025-02-10 16:21:36,501.5,Completed
CONV_00400,55745,2025-02-10 16:22:28,107.39,Completed
CONV_00401,87436,2025-02-10 16:27:32,591.04,Completed
CONV_00402,87951,2025-02-10 16:28:42,350.68,Completed
CONV_00403,64870,2025-02-10 16:30:09,545.01,Completed
CONV_00404,62128,2025-02-10 16:31:37,238.63,Completed
CONV_00405,69729,2025-02-10 16:35:17,586.79,Completed
CONV_00406,32299,2025-02-10 16:35:41,280.47,Completed
CONV_00407,92350,2025-02-10 16:35:48,51.56,Completed
CONV_00408,54121,2025-02-10 16:36:43,592.76,Completed
CONV_00409,39251,2025-02-10 16:39:50,100.23,Completed
CONV_00410,91886,2025-02-10 16:41:21,238.18,Completed
CONV_00411,25284,2025-02-10 16:41:31,619.79,Completed
CONV_00412,77289,2025-02-10 16:42:16,620.12,Completed
CONV_00413,52520,2025-02-10 16:45:53,391.93,Completed
CONV_00414,28246,2025-02-10 16:46:26,427.26,Completed
CONV_00415,35837,2025-02-10 16:50:17,316.31,Completed
CONV_00416,39158,2025-02-10 16:51:40,222.39,Completed
CONV_00417,30651,2025-02-10 16:51:50,243.84,Completed
CONV_00418,24620,2025-02-10 16:52:48,451.87,Completed
CONV_00419,48324,2025-02-10 16:53:51,500.19,Completed
CONV_00420,97853,2025-02-10 16:55:44,523.91,Completed
CONV_00421,68615,2025-02-10 16:58:30,522.72,Completed
CONV_00422,24114,2025-02-10 17:02:39,100.18,Completed
CONV_00423,13806,2025-02-10 17:05:22,344.12,Completed
CONV_00424,21550,2025-02-10 17:05:39,79.82,Completed
CONV_00425,45218,2025-02-10 17:07:23,377.46,Completed
CONV_00426,62905,2025-02-10 17:13:32,312.13,Completed
CONV_00427,63274,2025-02-10 17:14:45,582.06,Completed
CONV_00428,65082,2025-02-10 17:15:14,257.3,Completed
CONV_00429,55533,2025-02-10 17:16:58,115.83,Completed
CONV_00430,39994,2025-02-10 17:20:25,131.51,Completed
CONV_00431,80960,2025-02-10 17:29:57,505.71,Completed
CONV_00432,16337,2025-02-10 17:31:00,419.02,Completed
CONV_00433,62748,2025-02-10 17:32:02,106.18,Completed
CONV_00434,10273,2025-02-10 17:33:44,95.88,Completed
CONV_00435,73458,2025-02-10 17:34:18,469.09,Completed
CONV_00436,65175,2025-02-10 17:34:24,89.02,Completed
CONV_00437,90435,2025-02-10 17:35:37,542.23,Completed
CONV_00438,33392,2025-02-10 17:36:32,472.28,Completed
CONV_00439,78925,2025-02-10 17:39:15,94.22,Completed
CONV_00440,63062,2025-02-10 17:39:25,96.33,Completed
CONV_00441,60477,2025-02-10 17:42:12,641.92,Completed
CONV_00442,25978,2025-02-10 17:42:56,271.43,Completed
CONV_00443,21787,2025-02-10 17:43:37,269.24,Completed
CONV_00444,97756,2025-02-10 17:44:36,536.74,Completed
CONV_00445,99321,2025-02-10 17:46:37,618.09,Completed
CONV_00446,92334,2025-02-10 17:47:26,641.53,Completed
CONV_00447,60590,2025-02-10 17:49:51,500.79,Completed
CONV_00448,22387,2025-02-10 17:51:41,272.64,Completed
CONV_00449,34693,2025-02-10 17:52:49,95.52,Completed
